@relation SemanalAcumulada_18

@attribute matricula numeric
@attribute semana numeric
@attribute dias numeric
@attribute diasfora numeric
@attribute foruns numeric
@attribute leituras numeric
@attribute participacoes numeric
@attribute assigns numeric
@attribute quizes numeric
@attribute total numeric

@data
91311441,14,9,15,4,1,0,1,3,9
91311441,15,9,15,4,1,0,1,3,9
91311441,16,9,15,4,1,0,1,3,9
91311441,17,9,15,4,1,0,1,3,9
91311441,18,9,15,4,1,0,1,3,9
91311295,1,3,3,1,1,1,0,0,3
91311295,2,6,7,2,2,1,1,0,6
91311295,3,10,12,5,3,1,1,1,11
91311295,4,11,14,5,3,1,1,1,11
91311295,5,11,14,5,3,1,1,1,11
91311295,6,11,14,5,3,1,1,1,11
91311295,7,11,14,5,3,1,1,1,11
91311295,8,11,14,5,3,1,1,1,11
91311295,9,11,14,5,3,1,1,1,11
91311295,10,11,14,5,3,1,1,1,11
91311295,11,11,14,5,3,1,1,1,11
91311295,12,11,14,5,3,1,1,1,11
91311295,13,11,14,5,3,1,1,1,11
91311295,14,11,14,5,3,1,1,1,11
91311295,15,11,14,5,3,1,1,1,11
91311295,16,11,14,5,3,1,1,1,11
91311295,17,11,14,5,3,1,1,1,11
91311295,18,11,14,5,3,1,1,1,11
91211224,1,0,0,0,0,0,0,0,0
91211224,2,1,3,0,0,0,1,0,1
91211224,3,2,4,0,0,0,1,0,1
91211224,4,4,7,0,1,0,1,1,3
91211224,5,4,7,0,1,0,1,1,3
91211224,6,4,7,0,1,0,1,1,3
91211224,7,4,7,0,1,0,1,1,3
91211224,8,4,7,0,1,0,1,1,3
91211224,9,5,8,0,1,0,1,1,3
91211224,10,5,8,0,1,0,1,1,3
91211224,11,5,8,0,1,0,1,1,3
91211224,12,5,8,0,1,0,1,1,3
91211224,13,5,8,0,1,0,1,1,3
91211224,14,5,8,0,1,0,1,1,3
91211224,15,5,8,0,1,0,1,1,3
91211224,16,5,8,0,1,0,1,1,3
91211224,17,5,8,0,1,0,1,1,3
91211224,18,5,8,0,1,0,1,1,3
91311477,1,0,0,0,0,0,0,0,0
91311477,2,2,3,2,1,0,0,0,3
91311477,3,5,6,2,2,0,1,1,6
91311477,4,7,9,4,3,0,1,1,9
91311477,5,8,11,5,4,0,1,1,11
91311477,6,8,12,5,4,0,1,1,11
91311477,7,9,14,6,5,0,1,1,13
91311477,8,10,15,6,5,0,1,1,13
91311477,9,11,16,6,5,0,1,1,13
91311477,10,11,16,6,5,0,1,1,13
91311477,11,12,17,6,5,0,1,2,14
91311477,12,12,17,6,5,0,1,2,14
91311477,13,12,17,6,5,0,1,2,14
91311477,14,12,17,6,5,0,1,2,14
91311477,15,12,17,6,5,0,1,2,14
91311477,16,12,17,6,5,0,1,2,14
91311477,17,13,20,6,5,0,1,2,14
91311477,18,13,21,6,5,0,1,2,14
91111263,1,0,1,0,0,0,0,0,0
91111263,2,1,2,0,0,0,0,0,0
91111263,3,2,4,0,1,0,1,0,2
91111263,4,2,6,0,1,0,1,0,2
91111263,5,4,9,1,2,3,1,0,7
91111263,6,4,10,1,2,3,1,0,7
91111263,7,5,11,2,3,3,1,0,9
91111263,8,6,12,2,4,3,1,0,10
91111263,9,7,13,2,4,3,1,0,10
91111263,10,7,13,2,4,3,1,0,10
91111263,11,7,14,2,4,3,1,0,10
91111263,12,7,14,2,4,3,1,0,10
91111263,13,8,15,2,4,3,1,0,10
91111263,14,9,16,2,5,3,1,0,11
91111263,15,9,16,2,5,3,1,0,11
91111263,16,9,16,2,5,3,1,0,11
91111263,17,9,16,2,5,3,1,0,11
91111263,18,9,16,2,5,3,1,0,11
91311194,1,3,5,2,0,1,0,0,3
91311194,2,7,9,2,0,1,0,0,3
91311194,3,10,13,2,0,1,1,0,4
91311194,4,10,14,2,0,1,1,0,4
91311194,5,12,19,3,0,1,1,0,5
91311194,6,12,25,3,0,1,1,0,5
91311194,7,13,32,3,0,1,1,0,5
91311194,8,13,37,3,0,1,1,0,5
91311194,9,13,40,3,0,1,1,0,5
91311194,10,13,43,3,0,1,1,0,5
91311194,11,14,45,3,0,1,1,0,5
91311194,12,14,48,3,0,1,1,0,5
91311194,13,15,49,3,0,1,1,0,5
91311194,14,16,52,4,0,1,1,0,6
91311194,15,16,54,4,0,1,1,0,6
91311194,16,16,56,4,0,1,1,0,6
91311194,17,17,60,4,0,1,1,0,6
91311194,18,20,63,4,0,1,1,0,6
91311275,1,2,2,2,0,0,0,0,2
91311275,2,3,3,3,0,0,0,0,3
91311275,3,5,8,4,0,0,0,0,4
91311275,4,7,11,4,1,0,0,1,6
91311275,5,9,14,4,1,0,0,1,6
91311275,6,10,17,6,2,0,0,2,10
91311275,7,10,18,6,2,0,0,2,10
91311275,8,11,21,6,2,0,0,2,10
91311275,9,11,21,6,2,0,0,2,10
91311275,10,11,22,6,2,0,0,2,10
91311275,11,11,23,6,2,0,0,2,10
91311275,12,11,23,6,2,0,0,2,10
91311275,13,11,23,6,2,0,0,2,10
91311275,14,11,23,6,2,0,0,2,10
91311275,15,11,23,6,2,0,0,2,10
91311275,16,11,23,6,2,0,0,2,10
91311275,17,11,23,6,2,0,0,2,10
91311275,18,11,24,6,2,0,0,2,10
91311150,1,0,0,0,0,0,0,0,0
91311150,2,3,4,4,1,1,1,0,7
91311150,3,6,8,4,2,1,1,0,8
91311150,4,7,9,4,2,1,1,1,9
91311150,5,7,9,4,2,1,1,1,9
91311150,6,7,9,4,2,1,1,1,9
91311150,7,10,13,4,3,1,1,1,10
91311150,8,11,14,4,3,1,1,1,10
91311150,9,11,14,4,3,1,1,1,10
91311150,10,12,15,4,3,1,1,1,10
91311150,11,14,17,4,3,1,1,1,10
91311150,12,15,18,4,3,1,1,1,10
91311150,13,15,18,4,3,1,1,1,10
91311150,14,15,18,4,3,1,1,1,10
91311150,15,15,18,4,3,1,1,1,10
91311150,16,15,18,4,3,1,1,1,10
91311150,17,15,18,4,3,1,1,1,10
91311150,18,15,18,4,3,1,1,1,10
91211176,1,0,0,0,0,0,0,0,0
91211176,2,3,5,4,1,1,0,0,6
91211176,3,4,6,5,2,1,1,0,9
91211176,4,4,6,5,2,1,1,0,9
91211176,5,4,6,5,2,1,1,0,9
91211176,6,4,6,5,2,1,1,0,9
91211176,7,4,6,5,2,1,1,0,9
91211176,8,4,6,5,2,1,1,0,9
91211176,9,4,6,5,2,1,1,0,9
91211176,10,4,6,5,2,1,1,0,9
91211176,11,4,6,5,2,1,1,0,9
91211176,12,4,6,5,2,1,1,0,9
91211176,13,4,6,5,2,1,1,0,9
91211176,14,4,6,5,2,1,1,0,9
91211176,15,4,6,5,2,1,1,0,9
91211176,16,4,6,5,2,1,1,0,9
91211176,17,4,6,5,2,1,1,0,9
91211176,18,4,6,5,2,1,1,0,9
91311461,1,0,0,0,0,0,0,0,0
91311461,2,1,3,4,1,1,1,0,7
91311461,3,1,4,4,1,1,1,0,7
91311461,4,1,5,4,1,1,1,0,7
91311461,5,1,6,4,1,1,1,0,7
91311461,6,1,7,4,1,1,1,0,7
91311461,7,2,8,4,1,1,1,0,7
91311461,8,2,8,4,1,1,1,0,7
91311461,9,2,9,4,1,1,1,0,7
91311461,10,2,10,4,1,1,1,0,7
91311461,11,2,10,4,1,1,1,0,7
91311461,12,2,10,4,1,1,1,0,7
91311461,13,2,10,4,1,1,1,0,7
91311461,14,2,10,4,1,1,1,0,7
91311461,15,2,10,4,1,1,1,0,7
91311461,16,2,10,4,1,1,1,0,7
91311461,17,2,11,4,1,1,1,0,7
91311461,18,2,12,4,1,1,1,0,7
91021312,1,1,4,1,1,1,0,0,3
91021312,2,2,6,1,1,1,0,0,3
91021312,3,5,9,1,2,1,0,0,4
91021312,4,6,11,1,2,1,0,1,5
91021312,5,7,12,1,2,1,0,1,5
91021312,6,7,13,1,2,1,0,1,5
91021312,7,7,13,1,2,1,0,1,5
91021312,8,7,13,1,2,1,0,1,5
91021312,9,7,14,1,2,1,0,1,5
91021312,10,7,14,1,2,1,0,1,5
91021312,11,7,14,1,2,1,0,1,5
91021312,12,7,14,1,2,1,0,1,5
91021312,13,7,14,1,2,1,0,1,5
91021312,14,7,14,1,2,1,0,1,5
91021312,15,7,14,1,2,1,0,1,5
91021312,16,7,14,1,2,1,0,1,5
91021312,17,7,14,1,2,1,0,1,5
91021312,18,7,14,1,2,1,0,1,5
91311439,1,0,0,0,0,0,0,0,0
91311439,2,2,3,2,1,0,1,0,4
91311439,3,5,8,2,2,0,1,0,5
91311439,4,7,12,2,3,0,1,0,6
91311439,5,10,15,2,4,0,1,0,7
91311439,6,12,22,2,4,0,1,0,7
91311439,7,15,25,3,5,0,1,0,9
91311439,8,17,28,3,5,0,1,0,9
91311439,9,18,30,4,6,0,1,0,11
91311439,10,18,30,4,6,0,1,0,11
91311439,11,18,30,4,6,0,1,0,11
91311439,12,18,30,4,6,0,1,0,11
91311439,13,18,31,4,6,0,1,0,11
91311439,14,18,32,4,6,0,1,0,11
91311439,15,18,32,4,6,0,1,0,11
91311439,16,18,32,4,6,0,1,0,11
91311439,17,18,32,4,6,0,1,0,11
91311439,18,18,32,4,6,0,1,0,11
91311462,1,0,0,0,0,0,0,0,0
91311462,2,0,0,0,0,0,0,0,0
91311462,3,0,3,0,0,0,0,0,0
91311462,4,3,8,4,1,2,0,0,7
91311462,5,3,8,4,1,2,0,0,7
91311462,6,3,8,4,1,2,0,0,7
91311462,7,3,8,4,1,2,0,0,7
91311462,8,3,8,4,1,2,0,0,7
91311462,9,3,8,4,1,2,0,0,7
91311462,10,3,8,4,1,2,0,0,7
91311462,11,3,8,4,1,2,0,0,7
91311462,12,3,8,4,1,2,0,0,7
91311462,13,3,8,4,1,2,0,0,7
91311462,14,3,8,4,1,2,0,0,7
91311462,15,3,8,4,1,2,0,0,7
91311462,16,3,8,4,1,2,0,0,7
91311462,17,3,8,4,1,2,0,0,7
91311462,18,3,8,4,1,2,0,0,7
91311170,1,0,0,0,0,0,0,0,0
91311170,2,0,3,0,0,0,0,0,0
91311170,3,2,7,3,1,1,1,0,6
91311170,4,2,7,3,1,1,1,0,6
91311170,5,2,7,3,1,1,1,0,6
91311170,6,2,7,3,1,1,1,0,6
91311170,7,2,7,3,1,1,1,0,6
91311170,8,2,7,3,1,1,1,0,6
91311170,9,2,7,3,1,1,1,0,6
91311170,10,2,7,3,1,1,1,0,6
91311170,11,2,7,3,1,1,1,0,6
91311170,12,2,7,3,1,1,1,0,6
91311170,13,2,7,3,1,1,1,0,6
91311170,14,2,7,3,1,1,1,0,6
91311170,15,2,7,3,1,1,1,0,6
91311170,16,2,7,3,1,1,1,0,6
91311170,17,2,7,3,1,1,1,0,6
91311170,18,2,7,3,1,1,1,0,6
91111322,1,0,0,0,0,0,0,0,0
91111322,2,0,0,0,0,0,0,0,0
91111322,3,1,1,0,1,0,0,1,2
91111322,4,1,1,0,1,0,0,1,2
91111322,5,1,1,0,1,0,0,1,2
91111322,6,1,1,0,1,0,0,1,2
91111322,7,1,1,0,1,0,0,1,2
91111322,8,1,1,0,1,0,0,1,2
91111322,9,1,1,0,1,0,0,1,2
91111322,10,1,1,0,1,0,0,1,2
91111322,11,1,1,0,1,0,0,1,2
91111322,12,1,1,0,1,0,0,1,2
91111322,13,1,1,0,1,0,0,1,2
91111322,14,1,1,0,1,0,0,1,2
91111322,15,1,1,0,1,0,0,1,2
91111322,16,1,1,0,1,0,0,1,2
91111322,17,1,1,0,1,0,0,1,2
91111322,18,1,1,0,1,0,0,1,2
91211312,1,0,0,0,0,0,0,0,0
91211312,2,2,2,3,1,0,1,0,5
91211312,3,2,3,3,1,0,1,0,5
91211312,4,2,3,3,1,0,1,0,5
91211312,5,2,3,3,1,0,1,0,5
91211312,6,2,3,3,1,0,1,0,5
91211312,7,2,3,3,1,0,1,0,5
91211312,8,2,3,3,1,0,1,0,5
91211312,9,2,3,3,1,0,1,0,5
91211312,10,2,3,3,1,0,1,0,5
91211312,11,2,3,3,1,0,1,0,5
91211312,12,2,3,3,1,0,1,0,5
91211312,13,2,3,3,1,0,1,0,5
91211312,14,2,3,3,1,0,1,0,5
91211312,15,2,3,3,1,0,1,0,5
91211312,16,2,3,3,1,0,1,0,5
91211312,17,2,3,3,1,0,1,0,5
91211312,18,2,3,3,1,0,1,0,5
91311420,1,1,3,2,1,0,0,0,3
91311420,2,2,5,2,1,0,1,0,4
91311420,3,2,5,2,1,0,1,0,4
91311420,4,2,5,2,1,0,1,0,4
91311420,5,2,5,2,1,0,1,0,4
91311420,6,2,5,2,1,0,1,0,4
91311420,7,2,5,2,1,0,1,0,4
91311420,8,2,5,2,1,0,1,0,4
91311420,9,2,5,2,1,0,1,0,4
91311420,10,2,5,2,1,0,1,0,4
91311420,11,2,5,2,1,0,1,0,4
91311420,12,2,5,2,1,0,1,0,4
91311420,13,2,5,2,1,0,1,0,4
91311420,14,2,5,2,1,0,1,0,4
91311420,15,2,5,2,1,0,1,0,4
91311420,16,2,5,2,1,0,1,0,4
91311420,17,2,5,2,1,0,1,0,4
91311420,18,2,5,2,1,0,1,0,4
91311452,1,0,0,0,0,0,0,0,0
91311452,2,3,4,3,0,0,0,0,3
91311452,3,6,9,3,1,0,1,0,5
91311452,4,6,9,3,1,0,1,0,5
91311452,5,6,9,3,1,0,1,0,5
91311452,6,6,9,3,1,0,1,0,5
91311452,7,6,9,3,1,0,1,0,5
91311452,8,6,9,3,1,0,1,0,5
91311452,9,6,9,3,1,0,1,0,5
91311452,10,6,9,3,1,0,1,0,5
91311452,11,6,9,3,1,0,1,0,5
91311452,12,6,9,3,1,0,1,0,5
91311452,13,6,9,3,1,0,1,0,5
91311452,14,6,9,3,1,0,1,0,5
91311452,15,6,9,3,1,0,1,0,5
91311452,16,6,9,3,1,0,1,0,5
91311452,17,6,9,3,1,0,1,0,5
91311452,18,6,9,3,1,0,1,0,5
91311160,1,2,2,4,1,1,0,0,6
91311160,2,4,4,8,2,1,0,0,11
91311160,3,6,6,8,2,1,0,0,11
91311160,4,6,6,8,2,1,0,0,11
91311160,5,6,6,8,2,1,0,0,11
91311160,6,6,6,8,2,1,0,0,11
91311160,7,6,6,8,2,1,0,0,11
91311160,8,6,6,8,2,1,0,0,11
91311160,9,6,6,8,2,1,0,0,11
91311160,10,6,6,8,2,1,0,0,11
91311160,11,6,6,8,2,1,0,0,11
91311160,12,6,6,8,2,1,0,0,11
91311160,13,6,6,8,2,1,0,0,11
91311160,14,6,6,8,2,1,0,0,11
91311160,15,6,6,8,2,1,0,0,11
91311160,16,6,6,8,2,1,0,0,11
91311160,17,6,6,8,2,1,0,0,11
91311160,18,6,6,8,2,1,0,0,11
91211490,1,0,0,0,0,0,0,0,0
91211490,2,0,0,0,0,0,0,0,0
91211490,3,0,0,0,0,0,0,0,0
91211490,4,3,3,2,0,0,0,1,3
91211490,5,3,3,2,0,0,0,1,3
91211490,6,3,3,2,0,0,0,1,3
91211490,7,3,3,2,0,0,0,1,3
91211490,8,3,3,2,0,0,0,1,3
91211490,9,3,3,2,0,0,0,1,3
91211490,10,3,3,2,0,0,0,1,3
91211490,11,3,3,2,0,0,0,1,3
91211490,12,3,3,2,0,0,0,1,3
91211490,13,3,3,2,0,0,0,1,3
91211490,14,3,3,2,0,0,0,1,3
91211490,15,3,3,2,0,0,0,1,3
91211490,16,3,3,2,0,0,0,1,3
91211490,17,3,3,2,0,0,0,1,3
91211490,18,3,3,2,0,0,0,1,3
91311443,1,0,0,0,0,0,0,0,0
91311443,2,1,2,3,1,1,0,0,5
91311443,3,1,2,3,1,1,0,0,5
91311443,4,1,2,3,1,1,0,0,5
91311443,5,1,2,3,1,1,0,0,5
91311443,6,1,2,3,1,1,0,0,5
91311443,7,1,2,3,1,1,0,0,5
91311443,8,1,2,3,1,1,0,0,5
91311443,9,1,2,3,1,1,0,0,5
91311443,10,1,2,3,1,1,0,0,5
91311443,11,1,2,3,1,1,0,0,5
91311443,12,1,2,3,1,1,0,0,5
91311443,13,1,2,3,1,1,0,0,5
91311443,14,1,2,3,1,1,0,0,5
91311443,15,1,2,3,1,1,0,0,5
91311443,16,1,2,3,1,1,0,0,5
91311443,17,1,2,3,1,1,0,0,5
91311443,18,1,2,3,1,1,0,0,5
91211314,1,2,2,1,1,0,0,0,2
91211314,2,3,3,1,1,0,1,0,3
91211314,3,3,5,1,1,0,1,0,3
91211314,4,3,5,1,1,0,1,0,3
91211314,5,3,5,1,1,0,1,0,3
91211314,6,3,5,1,1,0,1,0,3
91211314,7,3,5,1,1,0,1,0,3
91211314,8,3,5,1,1,0,1,0,3
91211314,9,3,5,1,1,0,1,0,3
91211314,10,3,5,1,1,0,1,0,3
91211314,11,3,5,1,1,0,1,0,3
91211314,12,3,5,1,1,0,1,0,3
91211314,13,3,5,1,1,0,1,0,3
91211314,14,3,5,1,1,0,1,0,3
91211314,15,3,5,1,1,0,1,0,3
91211314,16,3,5,1,1,0,1,0,3
91211314,17,3,5,1,1,0,1,0,3
91211314,18,3,5,1,1,0,1,0,3
90821422,1,1,1,1,1,1,0,0,3
90821422,2,1,1,1,1,1,0,0,3
90821422,3,1,1,1,1,1,0,0,3
90821422,4,1,1,1,1,1,0,0,3
90821422,5,1,1,1,1,1,0,0,3
90821422,6,1,1,1,1,1,0,0,3
90821422,7,1,1,1,1,1,0,0,3
90821422,8,1,1,1,1,1,0,0,3
90821422,9,1,1,1,1,1,0,0,3
90821422,10,1,1,1,1,1,0,0,3
90821422,11,1,1,1,1,1,0,0,3
90821422,12,1,1,1,1,1,0,0,3
90821422,13,1,1,1,1,1,0,0,3
90821422,14,1,1,1,1,1,0,0,3
90821422,15,1,1,1,1,1,0,0,3
90821422,16,1,1,1,1,1,0,0,3
90821422,17,1,1,1,1,1,0,0,3
90821422,18,1,1,1,1,1,0,0,3
91311152,1,0,4,0,0,0,0,0,0
91311152,2,2,6,1,1,1,0,0,3
91311152,3,2,6,1,1,1,0,0,3
91311152,4,2,6,1,1,1,0,0,3
91311152,5,2,6,1,1,1,0,0,3
91311152,6,2,6,1,1,1,0,0,3
91311152,7,2,6,1,1,1,0,0,3
91311152,8,2,6,1,1,1,0,0,3
91311152,9,2,6,1,1,1,0,0,3
91311152,10,2,6,1,1,1,0,0,3
91311152,11,2,6,1,1,1,0,0,3
91311152,12,2,6,1,1,1,0,0,3
91311152,13,2,6,1,1,1,0,0,3
91311152,14,2,6,1,1,1,0,0,3
91311152,15,2,6,1,1,1,0,0,3
91311152,16,2,7,1,1,1,0,0,3
91311152,17,2,7,1,1,1,0,0,3
91311152,18,2,7,1,1,1,0,0,3
91311143,1,1,1,1,0,0,0,0,1
91311143,2,1,6,1,0,0,0,0,1
91311143,3,1,6,1,0,0,0,0,1
91311143,4,1,7,1,0,0,0,0,1
91311143,5,1,7,1,0,0,0,0,1
91311143,6,2,8,1,0,0,0,1,2
91311143,7,2,8,1,0,0,0,1,2
91311143,8,3,9,1,1,0,0,1,3
91311143,9,3,9,1,1,0,0,1,3
91311143,10,3,9,1,1,0,0,1,3
91311143,11,3,9,1,1,0,0,1,3
91311143,12,3,9,1,1,0,0,1,3
91311143,13,3,9,1,1,0,0,1,3
91311143,14,3,9,1,1,0,0,1,3
91311143,15,3,9,1,1,0,0,1,3
91311143,16,3,9,1,1,0,0,1,3
91311143,17,3,9,1,1,0,0,1,3
91311143,18,3,9,1,1,0,0,1,3
91211257,1,1,2,0,0,0,0,0,0
91211257,2,2,3,0,1,0,0,0,1
91211257,3,6,8,0,2,0,0,1,3
91211257,4,8,14,0,3,0,0,2,5
91211257,5,10,17,0,3,0,0,3,6
91211257,6,10,17,0,3,0,0,3,6
91211257,7,11,20,0,3,0,0,3,6
91211257,8,11,22,0,3,0,0,3,6
91211257,9,12,23,0,3,0,0,3,6
91211257,10,12,23,0,3,0,0,3,6
91211257,11,12,23,0,3,0,0,3,6
91211257,12,13,24,0,3,0,0,3,6
91211257,13,13,24,0,3,0,0,3,6
91211257,14,13,24,0,3,0,0,3,6
91211257,15,13,24,0,3,0,0,3,6
91211257,16,13,24,0,3,0,0,3,6
91211257,17,13,24,0,3,0,0,3,6
91211257,18,13,24,0,3,0,0,3,6
91311492,1,0,0,0,0,0,0,0,0
91311492,2,0,2,0,0,0,0,0,0
91311492,3,1,7,2,1,0,0,0,3
91311492,4,1,11,2,1,0,0,0,3
91311492,5,1,13,2,1,0,0,0,3
91311492,6,2,16,2,1,0,0,0,3
91311492,7,2,18,2,1,0,0,0,3
91311492,8,2,20,2,1,0,0,0,3
91311492,9,2,22,2,1,0,0,0,3
91311492,10,3,26,3,1,0,0,1,5
91311492,11,3,30,3,1,0,0,1,5
91311492,12,3,33,3,1,0,0,1,5
91311492,13,3,35,3,1,0,0,1,5
91311492,14,3,38,3,1,0,0,1,5
91311492,15,3,40,3,1,0,0,1,5
91311492,16,4,42,3,1,0,0,2,6
91311492,17,4,42,3,1,0,0,2,6
91311492,18,4,42,3,1,0,0,2,6
